day,time,course_code,room_code
Friday,"8
3:25 - 4:15",CSE2251,QF02
Monday,"3
10:50 - 11:45",CSE2271,NF04
Monday,"5
12:35 - 1:25",CSE2253,NF04
Monday,"6
1:25 - 2:20",CSE2257,NF04
Monday,"7
2:30 - 3:25",APT4002,QF02
Tuesday,"1
8:50 - 9:45",MAT2501,NF04
Tuesday,"2
9:45 - 10:40",CSE2258,NF04
Tuesday,"3
10:50 - 11:45",CSE2257,QF02
Tuesday,"5
12:35 - 1:25",CSE2253,NF04
Tuesday,"7
2:30 - 3:25",CSE2252,DSL03
Wednesday,"1
8:50 - 9:45",MAT2501,PF04
Wednesday,"2
9:45 - 10:40",CSE2271,NF04
Wednesday,"3
10:50 - 11:45",CSE2251,QF02
Wednesday,"5
12:35 - 1:25",CSE2259,PUNIV02654
Thursday,"1
8:50 - 9:45",CSE2271,QF02
Thursday,"2
9:45 - 10:40",CSE2258,QF02
Thursday,"3
10:50 - 11:45",CSE2257,NF04
Thursday,"5
12:35 - 1:25",CSE2251,QF01
Thursday,"6
1:25 - 2:20",CSE1500,QF01
Thursday,"7
2:30 - 3:25",CSE2253,QF02
Thursday,"8
3:25 - 4:15",MAT2501,PUNIV00805
Friday,"1
8:50 - 9:45",CSE2258,QF02
Friday,"2
9:45 - 10:40",CSE1500,QF02
Friday,"5
12:35 - 1:25",CSE2254,LFL01
Friday,"7
2:30 - 3:25",MAT2501,QF01
Friday,"8
3:25 - 4:15",CSE2251,PF04
Monday,"1
8:50 - 9:45",CCS2506,QS01
Monday,"2
9:45 - 10:40",CSE2505,QS01
Monday,"6
1:25 - 2:20",CSE2272,QS01
Monday,"7
2:30 - 3:25",CSE2506,LSL01
Tuesday,"1
8:50 - 9:45",CSE2273,LGL01
Tuesday,"6
1:25 - 2:20",CCS2506,QS01
Tuesday,"7
2:30 - 3:25",CSE2266,QS01
Wednesday,"2
9:45 - 10:40",CCS2506,QS01
Wednesday,"3
10:50 - 11:45",APT4006,QS01
Wednesday,"6
1:25 - 2:20",CAI2502,QS01
Wednesday,"7
2:30 - 3:25",CAI3401,QS01
Thursday,"1
8:50 - 9:45",CSE2266,QS01
Thursday,"2
9:45 - 10:40",CSE2272,QS01
Thursday,"6
1:25 - 2:20",CAI2502,QS01
Thursday,"7
2:30 - 3:25",CSE2505,QS01
Friday,"1
8:50 - 9:45",CSE2266,QS01
Friday,"2
9:45 - 10:40",CAI2502,QS01
Friday,"6
1:25 - 2:20",CAI3401,QS01
Friday,"7
2:30 - 3:25",CSE2506,LSL01
Monday,"3
10:50 - 11:45",CSE2272,QS02
Monday,"4
11:45 - 12:35",CAI3401,QS02
Monday,"6
1:25 - 2:20",CCS2506,QS02
Monday,"7
2:30 - 3:25",CAI2503,PUNIV01152
Tuesday,"1
8:50 - 9:45",CSE2506,LSL01
Tuesday,"3
10:50 - 11:45",APT4006,QS02
Tuesday,"7
2:30 - 3:25",CAI2502,QS02
Tuesday,"8
3:25 - 4:15",CSE2266,QS02
Wednesday,"1
8:50 - 9:45",CCS2506,QS02
Wednesday,"2
9:45 - 10:40",CAI2502,QS02
Wednesday,"4
11:45 - 12:35",CAI3401,QS02
Wednesday,"6
1:25 - 2:20",CSE2272,QS02
Wednesday,"7
2:30 - 3:25",CSE2505,QS02
Thursday,"3
10:50 - 11:45",CSE2266,QS02
Thursday,"6
1:25 - 2:20",CCS2506,QS02
Thursday,"7
2:30 - 3:25",CAI2503,PUNIV01152
Friday,"1
8:50 - 9:45",CSE2266,QS02
Friday,"2
9:45 - 10:40",CSE2505,QS02
Friday,"3
10:50 - 11:45",CSE2506,LSL01
Friday,"6
1:25 - 2:20",CAI2502,QS02
Friday,"7
2:30 - 3:25",CSE2273,LGL01
Monday,"1
8:50 - 9:45",CAI2503,PUNIV01798
Monday,"3
10:50 - 11:45",CSE2505,QS03
Monday,"4
11:45 - 12:35",CSE2266,QS03
Monday,"7
2:30 - 3:25",CAI3401,QS03
Monday,"8
3:25 - 4:15",CCS2506,QS03
Tuesday,"1
8:50 - 9:45",CSE2272,QS03
Tuesday,"2
9:45 - 10:40",CSE2505,QS03
Tuesday,"6
1:25 - 2:20",CAI2502,QS03
Wednesday,"1
8:50 - 9:45",CSE2266,QS03
Wednesday,"2
9:45 - 10:40",CAI2502,QS03
Wednesday,"3
10:50 - 11:45",CSE2506,LSL03
Wednesday,"6
1:25 - 2:20",CCS2506,QS03
Wednesday,"7
2:30 - 3:25",CAI3401,QS03
Thursday,"1
8:50 - 9:45",APT4006,QS03
Thursday,"3
10:50 - 11:45",CSE2506,LSL03
Thursday,"7
2:30 - 3:25",CSE2266,QS03
Thursday,"8
3:25 - 4:15",CCS2506,QS03
Friday,"3
10:50 - 11:45",CSE2273,PUNIV02599
Friday,"7
2:30 - 3:25",CSE2272,QS03
Friday,"8
3:25 - 4:15",CAI2502,QS03
Monday,"1
8:50 - 9:45",CSE2500,QS03
Monday,"2
9:45 - 10:40",CBC2509,QS03
Monday,"3
10:50 - 11:45",CBC2503,DFL05
Monday,"7
2:30 - 3:25",CBC3406,QS02
Monday,"8
3:25 - 4:15",CSE2266,QS01
Tuesday,"1
8:50 - 9:45",CBC3406,QS01
Tuesday,"2
9:45 - 10:40",CBC2500,QS01
Tuesday,"3
10:50 - 11:45",CSE2264,QS03
Tuesday,"4
11:45 - 12:35",CSE2266,QS01
Tuesday,"6
1:25 - 2:20",CBC2502,QT01
Tuesday,"7
2:30 - 3:25",CSE2501,DTL01
Wednesday,"3
10:50 - 11:45",CBC2509,QS03
Wednesday,"4
11:45 - 12:35",CBC2502,QT01
Thursday,"1
8:50 - 9:45",CSE2264,QS02
Thursday,"2
9:45 - 10:40",CBC2500,QS02
Thursday,"3
10:50 - 11:45",CSE2266,QS01
Thursday,"4
11:45 - 12:35",CSE2500,QS01
Thursday,"7
2:30 - 3:25",CBC2501,DSL03
Friday,"1
8:50 - 9:45",CBC2509,QS03
Friday,"2
9:45 - 10:40",CSE2264,QS03
Friday,"3
10:50 - 11:45",CBC3406,QS01
Friday,"4
11:45 - 12:35",CBC2500,QS03
Friday,"6
1:25 - 2:20",CBC2502,QT01
Friday,"7
2:30 - 3:25",APT4006,QS01
Monday,"1
8:50 - 9:45",CBD2508,QT01
Monday,"2
9:45 - 10:40",CSE2266,QT01
Monday,"3
10:50 - 11:45",CBD2505,DFL04
Monday,"6
1:25 - 2:20",CBD2506,QT01
Monday,"7
2:30 - 3:25",CBD3406,QT01
Monday,"8
3:25 - 4:15",CBD2504,QT01
Tuesday,"1
8:50 - 9:45",CSE2264,QT01
Tuesday,"2
9:45 - 10:40",CBD2504,QT01
Tuesday,"3
10:50 - 11:45",CBD2508,QT01
Tuesday,"4
11:45 - 12:35",CBD3406,QT01
Tuesday,"7
2:30 - 3:25",CBD2505,DFL04
Wednesday,"1
8:50 - 9:45",CBD3406,QT01
Wednesday,"2
9:45 - 10:40",CBD2506,QT01
Wednesday,"6
1:25 - 2:20",CSE2266,QT01
Thursday,"1
8:50 - 9:45",CBD2507,DTL01
Thursday,"3
10:50 - 11:45",CBD2509,LSL04
Thursday,"7
2:30 - 3:25",CSE2264,QT01
Thursday,"8
3:25 - 4:15",CBD2508,QT01
Friday,"1
8:50 - 9:45",CBD2504,QT01
Friday,"2
9:45 - 10:40",CBD2506,QT01
Friday,"3
10:50 - 11:45",APT4006,QT01
Friday,"7
2:30 - 3:25",CSE2264,QT01
Friday,"8
3:25 - 4:15",CSE2266,QT01
Monday,"1
8:50 - 9:45",CSE2258,QT02
Monday,"2
9:45 - 10:40",CCS2500,QT02
Monday,"3
10:50 - 11:45",CSE2264,QT02
Monday,"4
11:45 - 12:35",CSE2266,QT02
Monday,"6
1:25 - 2:20",CCS2503,QT02
Monday,"7
2:30 - 3:25",CCS2505,DSL01
Tuesday,"1
8:50 - 9:45",CSE2259,DTL02
Tuesday,"3
10:50 - 11:45",CCS2504,QT02
Tuesday,"4
11:45 - 12:35",CCS2503,QT02
Tuesday,"6
1:25 - 2:20",CCS3412,QT02
Tuesday,"7
2:30 - 3:25",APT4006,QT02
Wednesday,"1
8:50 - 9:45",CSE2258,QT02
Wednesday,"2
9:45 - 10:40",CCS2500,QT02
Wednesday,"3
10:50 - 11:45",CSE2266,QT02
Wednesday,"4
11:45 - 12:35",CCS2504,QT02
Thursday,"1
8:50 - 9:45",CCS3412,QT02
Thursday,"2
9:45 - 10:40",CSE2264,QT02
Thursday,"3
10:50 - 11:45",CCS2505,DSL01
Thursday,"6
1:25 - 2:20",CSE2266,QT02
Thursday,"7
2:30 - 3:25",CSE2265,PUNIV02642
Friday,"1
8:50 - 9:45",CSE2264,QT02
Friday,"3
10:50 - 11:45",CCS3412,QT02
Friday,"4
11:45 - 12:35",CSE2258,QT02
Friday,"6
1:25 - 2:20",CCS2503,QT02
Friday,"7
2:30 - 3:25",CCS2501,PUNIV02213
Monday,"1
8:50 - 9:45",CCS2500,QT03
Monday,"2
9:45 - 10:40",CSE2266,QT03
Monday,"7
2:30 - 3:25",CSE2259,PUNIV02025
Tuesday,"1
8:50 - 9:45",CCS2503,QT03
Tuesday,"2
9:45 - 10:40",CCS3412,QT03
Tuesday,"3
10:50 - 11:45",CSE2266,QT03
Tuesday,"4
11:45 - 12:35",CSE2258,QT03
Tuesday,"7
2:30 - 3:25",CCS2501,PUNIV02213
Wednesday,"1
8:50 - 9:45",CSE2264,QT03
Wednesday,"2
9:45 - 10:40",CCS2504,QT03
Wednesday,"3
10:50 - 11:45",CCS2500,QT03
Wednesday,"4
11:45 - 12:35",CCS3412,QT03
Wednesday,"6
1:25 - 2:20",CCS2503,QT03
Thursday,"1
8:50 - 9:45",CCS2503,QT03
Thursday,"2
9:45 - 10:40",CSE2258,QT03
Thursday,"3
10:50 - 11:45",APT4006,QT03
Thursday,"6
1:25 - 2:20",CSE2264,QT03
Thursday,"7
2:30 - 3:25",CCS2505,DSL01
Friday,"1
8:50 - 9:45",CCS2504,QT03
Friday,"2
9:45 - 10:40",CSE2258,QT03
Friday,"3
10:50 - 11:45",CCS2505,DSL01
Friday,"6
1:25 - 2:20",CSE2266,QT03
Friday,"7
2:30 - 3:25",CCS3412,QT03
Friday,"8
3:25 - 4:15",CSE2264,QT03
Monday,"3
10:50 - 11:45",CSE2264,QT01
Monday,"4
11:45 - 12:35",CCS3412,QT01
Monday,"6
1:25 - 2:20",CSE2266,QT03
Monday,"7
2:30 - 3:25",CCS2501,PUNIV02213
Tuesday,"1
8:50 - 9:45",CSE2264,QT02
Tuesday,"2
9:45 - 10:40",CCS2503,QT02
Tuesday,"6
1:25 - 2:20",CSE2266,QT03
Tuesday,"7
2:30 - 3:25",CSE2258,QT03
Tuesday,"8
3:25 - 4:15",CCS3412,QT03
Wednesday,"1
8:50 - 9:45",CSE2259,DTL02
Wednesday,"6
1:25 - 2:20",CSE2258,QT02
Thursday,"1
8:50 - 9:45",CCS2500,QT01
Thursday,"2
9:45 - 10:40",CCS2503,QT01
Thursday,"3
10:50 - 11:45",CCS2504,QT01
Thursday,"4
11:45 - 12:35",CCS3412,QT01
Thursday,"6
1:25 - 2:20",CSE2264,QT01
Thursday,"7
2:30 - 3:25",APT4006,QT02
Friday,"2
9:45 - 10:40",CCS2504,QT02
Friday,"3
10:50 - 11:45",CCS2503,QT03
Friday,"4
11:45 - 12:35",CSE2258,QT03
Friday,"7
2:30 - 3:25",CCS2500,QT02
Friday,"8
3:25 - 4:15",CSE2266,QT02
Monday,"3
10:50 - 11:45",CDV2504,DSL02
Friday,"7
2:30 - 3:25",CDV2502,DSL01
Friday,"7
2:30 - 3:25",CSE2259,LGL03
Monday,"1
8:50 - 9:45",CIT2502,NS07
Monday,"2
9:45 - 10:40",CIT2501,NS07
Monday,"3
10:50 - 11:45",CSE2259,LFL04
Monday,"6
1:25 - 2:20",CIT2503,NS07
Monday,"7
2:30 - 3:25",CIT2500,NS07
Monday,"8
3:25 - 4:15",CSE2264,NS07
Tuesday,"1
8:50 - 9:45",CIT2501,NS07
Tuesday,"2
9:45 - 10:40",CSE2266,NS07
Tuesday,"3
10:50 - 11:45",CIT2503,NS07
Tuesday,"4
11:45 - 12:35",CIT3400,NS07
Tuesday,"6
1:25 - 2:20",CIT2500,NS07
Tuesday,"7
2:30 - 3:25",CIT2502,NS07
Tuesday,"8
3:25 - 4:15",CSE2258,NS07
Wednesday,"2
9:45 - 10:40",CSE2258,NS07
Wednesday,"3
10:50 - 11:45",APT4006,NS07
Wednesday,"6
1:25 - 2:20",CIT2501,NS07
Thursday,"1
8:50 - 9:45",CSE2264,NS07
Thursday,"2
9:45 - 10:40",CIT2503,NS07
Thursday,"6
1:25 - 2:20",CIT3400,NS07
Thursday,"8
3:25 - 4:15",CSE2266,NS07
Friday,"2
9:45 - 10:40",CSE2266,NS07
Friday,"3
10:50 - 11:45",CSE2264,NS07
Friday,"4
11:45 - 12:35",CIT3400,NS07
Friday,"6
1:25 - 2:20",CSE2258,NS07
Friday,"7
2:30 - 3:25",CIT2500,NS07
Friday,"8
3:25 - 4:15",CIT2502,NS07
Tuesday,"3
10:50 - 11:45",CSE2277,DSL02
Tuesday,"7
2:30 - 3:25",COM2505,PUNIV01951
Wednesday,"3
10:50 - 11:45",CSE2501,DTL03
Thursday,"7
2:30 - 3:25",CSE2259,PUNIV01265
Monday,"3
10:50 - 11:45",COM2505,PUNIV01661
Tuesday,"7
2:30 - 3:25",CSE2501,DTL03
Thursday,"3
10:50 - 11:45",CSE2277,DSL02
Friday,"3
10:50 - 11:45",CSE2259,PUNIV01265
Monday,"7
2:30 - 3:25",CSE2501,DTL01
Wednesday,"3
10:50 - 11:45",CSE2277,PUNIV02638
Thursday,"7
2:30 - 3:25",CSE2259,LFL04
Friday,"3
10:50 - 11:45",COM2505,PUNIV01661
Tuesday,"3
10:50 - 11:45",COM2505,PUNIV01152
Wednesday,"3
10:50 - 11:45",CSE2259,DTL02
Thursday,"7
2:30 - 3:25",CSE2501,DTL01
Friday,"7
2:30 - 3:25",CSE2277,DSL02
Tuesday,"3
10:50 - 11:45",CSD1713,DTL02
Thursday,"7
2:30 - 3:25",CSD1713,DTL02
Monday,"3
10:50 - 11:45",CSD1713,DTL02
Monday,"6
1:25 - 2:20",CSE3509,DE2
Monday,"7
2:30 - 3:25",CSE2506,PUNIV01231
Tuesday,"3
10:50 - 11:45",CSE2270,PUNIV01543
Tuesday,"6
1:25 - 2:20",CSE3509,DE2
Thursday,"3
10:50 - 11:45",CSE2506,LSL02
Friday,"7
2:30 - 3:25",CSE2265,PUNIV02677
Monday,"1
8:50 - 9:45",CSE2506,LSL02
Monday,"3
10:50 - 11:45",CSE2270,PUNIV01543
Tuesday,"7
2:30 - 3:25",CSE2265,PUNIV02677
Thursday,"1
8:50 - 9:45",CSE3509,DE2
Friday,"3
10:50 - 11:45",CSE2506,LSL02
Friday,"8
3:25 - 4:15",CSE3509,DE2
Monday,"3
10:50 - 11:45",CSE2506,LSL03
Tuesday,"7
2:30 - 3:25",CSE2270,PUNIV01543
Wednesday,"3
10:50 - 11:45",CSE2265,PUNIV01968
Friday,"3
10:50 - 11:45",CSE2506,LSL03
Monday,"1
8:50 - 9:45",CSE2265,PUNIV02388
Wednesday,"3
10:50 - 11:45",CSE2506,LSL01
Thursday,"3
10:50 - 11:45",CSE2506,LSL01
Monday,"7
2:30 - 3:25",CSE2265,PUNIV02077
Tuesday,"1
8:50 - 9:45",CSE2270,DSL04
Tuesday,"7
2:30 - 3:25",CSE2506,LSL02
Wednesday,"3
10:50 - 11:45",CSE2506,LSL02
Tuesday,"1
8:50 - 9:45",CSE2265,PUNIV02077
Tuesday,"3
10:50 - 11:45",CSE2506,LSL02
Thursday,"1
8:50 - 9:45",CSE2270,PUNIV01720
Friday,"7
2:30 - 3:25",CSE2506,LSL02
Monday,"1
8:50 - 9:45",CSE3509,RF01
Monday,"2
9:45 - 10:40",CSE2264,RF01
Monday,"3
10:50 - 11:45",CSE2506,LSL02
Monday,"6
1:25 - 2:20",CSE2266,RF01
Monday,"7
2:30 - 3:25",APT4006,RF01
Tuesday,"1
8:50 - 9:45",CSE2506,LSL02
Tuesday,"3
10:50 - 11:45",CSE2265,PUNIV02077
Tuesday,"6
1:25 - 2:20",CSE2279,RF01
Tuesday,"7
2:30 - 3:25",CSE2266,RF01
Tuesday,"8
3:25 - 4:15",CSE3513,RF01
Wednesday,"1
8:50 - 9:45",CSE2264,RF01
Wednesday,"3
10:50 - 11:45",CSE2279,RF01
Wednesday,"4
11:45 - 12:35",CSE2269,RF01
Wednesday,"6
1:25 - 2:20",CSE3509,RF01
Thursday,"1
8:50 - 9:45",CSE2279,RF01
Thursday,"2
9:45 - 10:40",CSE2269,RF01
Thursday,"6
1:25 - 2:20",CSE2505,RF01
Friday,"1
8:50 - 9:45",CSE2505,RF01
Friday,"2
9:45 - 10:40",CSE3513,RF01
Friday,"3
10:50 - 11:45",CSE2270,DFL05
Friday,"6
1:25 - 2:20",CSE2266,RF01
Friday,"7
2:30 - 3:25",CSE2269,RF01
Friday,"8
3:25 - 4:15",CSE2264,RF01
Monday,"1
8:50 - 9:45",CSE2270,DSL05
Monday,"3
10:50 - 11:45",CSE3509,RF02
Monday,"5
12:35 - 1:25",CSE2265,PUNIV02647
Monday,"7
2:30 - 3:25",CSE3513,RF02
Monday,"8
3:25 - 4:15",CSE2269,RF02
Tuesday,"3
10:50 - 11:45",CSE2279,RF02
Tuesday,"7
2:30 - 3:25",CSE2505,RF02
Tuesday,"8
3:25 - 4:15",CSE2266,RF02
Wednesday,"1
8:50 - 9:45",CSE2505,RF02
Wednesday,"2
9:45 - 10:40",CSE2269,RF02
Wednesday,"3
10:50 - 11:45",CSE2266,RF02
Wednesday,"5
12:35 - 1:25",CSE3513,RF02
Wednesday,"6
1:25 - 2:20",CSE2264,RF02
Wednesday,"7
2:30 - 3:25",CSE2506,LSL02
Thursday,"1
8:50 - 9:45",CSE2506,LSL02
Thursday,"5
12:35 - 1:25",CSE2264,RF02
Thursday,"7
2:30 - 3:25",CSE2279,RF02
Thursday,"8
3:25 - 4:15",CSE2269,RF02
Friday,"1
8:50 - 9:45",CSE3509,RF02
Friday,"3
10:50 - 11:45",CSE2264,RF02
Friday,"5
12:35 - 1:25",CSE2266,RF02
Friday,"6
1:25 - 2:20",CSE2279,RF02
Friday,"7
2:30 - 3:25",APT4006,RF02
Monday,"3
10:50 - 11:45",CSE2264,RF03
Monday,"5
12:35 - 1:25",CSE3509,RF03
Monday,"6
1:25 - 2:20",CSE2269,RF03
Monday,"7
2:30 - 3:25",CSE2279,RF03
Monday,"8
3:25 - 4:15",CSE3513,RF03
Tuesday,"1
8:50 - 9:45",CSE2266,RF03
Tuesday,"2
9:45 - 10:40",CSE2279,RF03
Tuesday,"5
12:35 - 1:25",CSE2269,RF03
Tuesday,"6
1:25 - 2:20",CSE2264,RF03
Wednesday,"1
8:50 - 9:45",CSE2269,RF03
Wednesday,"3
10:50 - 11:45",CSE2266,RF03
Wednesday,"5
12:35 - 1:25",CSE2506,LSL02
Wednesday,"7
2:30 - 3:25",CSE2279,RF03
Thursday,"1
8:50 - 9:45",APT4006,RF03
Thursday,"3
10:50 - 11:45",CSE2505,RF03
Thursday,"5
12:35 - 1:25",CSE2506,LSL02
Thursday,"7
2:30 - 3:25",CSE2264,RF03
Thursday,"8
3:25 - 4:15",CSE3509,RF03
Friday,"1
8:50 - 9:45",CSE2270,PUNIV02032
Friday,"3
10:50 - 11:45",CSE3513,RF03
Friday,"5
12:35 - 1:25",CSE2265,PUNIV02655
Friday,"7
2:30 - 3:25",CSE2266,RF03
Friday,"8
3:25 - 4:15",CSE2505,RF03
Monday,"1
8:50 - 9:45",CSE2269,RF02
Monday,"2
9:45 - 10:40",CSE3515,RF02
Monday,"3
10:50 - 11:45",CSE2264,RF01
Monday,"5
12:35 - 1:25",CSE2506,LSL02
Tuesday,"1
8:50 - 9:45",CSE2279,RF01
Tuesday,"2
9:45 - 10:40",CSE2269,RF01
Tuesday,"3
10:50 - 11:45",CSE3515,RF01
Tuesday,"5
12:35 - 1:25",CSE3513,RF01
Tuesday,"6
1:25 - 2:20",CSE2505,RF02
Tuesday,"7
2:30 - 3:25",APT4006,RF03
Wednesday,"2
9:45 - 10:40",CSE2279,RF03
Wednesday,"7
2:30 - 3:25",CSE2266,RF01
Thursday,"1
8:50 - 9:45",CSE2505,RF02
Thursday,"2
9:45 - 10:40",CSE2264,RF02
Thursday,"3
10:50 - 11:45",CSE2266,RF02
Thursday,"5
12:35 - 1:25",CSE2269,RF03
Thursday,"6
1:25 - 2:20",CSE2279,RF03
Thursday,"7
2:30 - 3:25",CSE2506,LSL02
Friday,"1
8:50 - 9:45",CSE2264,RF03
Friday,"2
9:45 - 10:40",CSE3513,RF02
Friday,"3
10:50 - 11:45",CSE2266,RF01
Friday,"7
2:30 - 3:25",CSE2270,DSL03
Monday,"1
8:50 - 9:45",CSE2506,LSL03
Monday,"3
10:50 - 11:45",CSE2266,RS03
Monday,"5
12:35 - 1:25",CSE3513,RS03
Monday,"6
1:25 - 2:20",CSE2269,RS03
Monday,"7
2:30 - 3:25",CSE2505,RS03
Monday,"8
3:25 - 4:15",CSE2264,RS03
Tuesday,"1
8:50 - 9:45",CSE2264,RS03
Tuesday,"2
9:45 - 10:40",CSE2266,RS03
Tuesday,"5
12:35 - 1:25",CSE2279,RS03
Tuesday,"6
1:25 - 2:20",CSE3515,RS03
Tuesday,"7
2:30 - 3:25",CSE2269,RS03
Tuesday,"8
3:25 - 4:15",CSE3513,RS03
Wednesday,"1
8:50 - 9:45",CSE2270,PUNIV02034
Wednesday,"3
10:50 - 11:45",CSE2264,RS03
Wednesday,"7
2:30 - 3:25",CSE3515,RS03
Thursday,"3
10:50 - 11:45",CSE2279,RS03
Thursday,"5
12:35 - 1:25",APT4006,RS03
Thursday,"7
2:30 - 3:25",CSE2506,LSL03
Friday,"1
8:50 - 9:45",CSE2279,RS03
Friday,"3
10:50 - 11:45",CSE2505,RS03
Friday,"5
12:35 - 1:25",CSE2269,RS03
Friday,"6
1:25 - 2:20",CSE2266,RS03
Friday,"7
2:30 - 3:25",CSE2265,PUNIV02051
Monday,"1
8:50 - 9:45",CSE2269,RS04
Monday,"2
9:45 - 10:40",CSE3515,RS04
Monday,"3
10:50 - 11:45",CSE3513,RS04
Monday,"7
2:30 - 3:25",CSE2279,RS04
Monday,"8
3:25 - 4:15",CSE2266,RS04
Tuesday,"1
8:50 - 9:45",CSE2506,LSL03
Tuesday,"3
10:50 - 11:45",CSE3513,RS04
Tuesday,"5
12:35 - 1:25",CSE2279,RS04
Tuesday,"6
1:25 - 2:20",CSE2505,RS04
Tuesday,"7
2:30 - 3:25",CSE2264,RS04
Tuesday,"8
3:25 - 4:15",CSE2269,RS04
Wednesday,"1
8:50 - 9:45",CSE2264,RS04
Wednesday,"2
9:45 - 10:40",CSE2505,RS04
Wednesday,"5
12:35 - 1:25",CSE2506,LSL03
Wednesday,"7
2:30 - 3:25",CSE2279,RS04
Thursday,"1
8:50 - 9:45",CSE2266,RS04
Thursday,"2
9:45 - 10:40",CSE2269,RS04
Friday,"1
8:50 - 9:45",CSE3515,RS04
Friday,"2
9:45 - 10:40",CSE2264,RS04
Friday,"3
10:50 - 11:45",CSE2266,RS04
Friday,"7
2:30 - 3:25",APT4006,RS04
Monday,"1
8:50 - 9:45",CSE2279,QS04
Monday,"2
9:45 - 10:40",CSE3513,QS04
Monday,"5
12:35 - 1:25",CSE2266,QS04
Monday,"6
1:25 - 2:20",CSE2264,QS04
Tuesday,"1
8:50 - 9:45",APT4006,QS04
Tuesday,"3
10:50 - 11:45",CSE2279,QS04
Tuesday,"5
12:35 - 1:25",CSE2266,QS04
Tuesday,"6
1:25 - 2:20",CSE3515,QS04
Tuesday,"7
2:30 - 3:25",CSE2506,LSL03
Wednesday,"1
8:50 - 9:45",CSE3515,QS04
Wednesday,"2
9:45 - 10:40",CSE2266,QS04
Wednesday,"3
10:50 - 11:45",CSE2264,QS04
Wednesday,"5
12:35 - 1:25",CSE2265,PUNIV01661
Wednesday,"7
2:30 - 3:25",CSE2269,QS04
Thursday,"1
8:50 - 9:45",CSE2505,QS04
Thursday,"2
9:45 - 10:40",CSE3513,QS04
Thursday,"3
10:50 - 11:45",CSE2269,QS04
Thursday,"5
12:35 - 1:25",CSE2264,QS04
Thursday,"6
1:25 - 2:20",CSE2279,QS04
Friday,"1
8:50 - 9:45",CSE2505,QS04
Friday,"2
9:45 - 10:40",CSE2269,QS04
Friday,"5
12:35 - 1:25",CSE2270,PUNIV01068
Friday,"7
2:30 - 3:25",CSE2506,LSL03
Monday,"3
10:50 - 11:45",CSE3515,QS04
Monday,"5
12:35 - 1:25",CSE2506,LSL03
Monday,"7
2:30 - 3:25",APT4006,QS04
Tuesday,"1
8:50 - 9:45",CSE2505,RS04
Tuesday,"2
9:45 - 10:40",CSE2266,RS04
Tuesday,"3
10:50 - 11:45",CSE2264,RS03
Tuesday,"5
12:35 - 1:25",CSE2270,DSL05
Tuesday,"7
2:30 - 3:25",CSE2265,PUNIV01661
Wednesday,"1
8:50 - 9:45",CSE2264,RS03
Wednesday,"2
9:45 - 10:40",CSE2279,RS03
Wednesday,"3
10:50 - 11:45",CSE2269,RS04
Wednesday,"5
12:35 - 1:25",CSE3515,RS03
Wednesday,"6
1:25 - 2:20",CSE2266,QS04
Thursday,"1
8:50 - 9:45",CSE2269,RS03
Thursday,"2
9:45 - 10:40",CSE2264,RS03
Thursday,"3
10:50 - 11:45",CSE3513,RS04
Thursday,"5
12:35 - 1:25",CSE2506,LSL03
Thursday,"7
2:30 - 3:25",CSE2279,RS03
Thursday,"8
3:25 - 4:15",CSE2505,RS04
Friday,"2
9:45 - 10:40",CSE2279,RS03
Friday,"3
10:50 - 11:45",CSE3513,QS04
Friday,"7
2:30 - 3:25",CSE2266,QS04
Friday,"8
3:25 - 4:15",CSE2269,RS03
Monday,"1
8:50 - 9:45",CBC2000,QF03
Monday,"2
9:45 - 10:40",CSD3413,QF03
Monday,"3
10:50 - 11:45",CSD2002,QF03
Monday,"4
11:45 - 12:35",CSD2004,QF03
Monday,"6
1:25 - 2:20",CSE2260,QF03
Monday,"7
2:30 - 3:25",CSD2017,QF03
Monday,"8
3:25 - 4:15",CSE2258,QF03
Tuesday,"1
8:50 - 9:45",CSE2260,QF03
Tuesday,"2
9:45 - 10:40",CSD2002,QF03
Tuesday,"3
10:50 - 11:45",CSD3424,QF03
Tuesday,"4
11:45 - 12:35",CBC2000,QF03
Tuesday,"6
1:25 - 2:20",CSD2017,QF03
Tuesday,"7
2:30 - 3:25",CSE2261,LGL02
Wednesday,"2
9:45 - 10:40",CBC2000,QF03
Wednesday,"3
10:50 - 11:45",APT4006,QF03
Thursday,"1
8:50 - 9:45",CSE2258,QF03
Thursday,"2
9:45 - 10:40",CSD2004,QF03
Thursday,"3
10:50 - 11:45",CSE2259,PUNIV01406
Thursday,"6
1:25 - 2:20",CSD2017,QF03
Thursday,"7
2:30 - 3:25",CSD3424,QF03
Thursday,"8
3:25 - 4:15",CSD3413,QF03
Friday,"1
8:50 - 9:45",CSD2002,QF03
Friday,"2
9:45 - 10:40",CSE2258,QF03
Friday,"6
1:25 - 2:20",CSD3424,QF03
Friday,"7
2:30 - 3:25",CSD2004,QF03
Friday,"8
3:25 - 4:15",CSE2260,QF03
Monday,"1
8:50 - 9:45",CSD3424,QF04
Monday,"2
9:45 - 10:40",CSD2004,QF04
Monday,"7
2:30 - 3:25",CSE2261,LGL03
Tuesday,"1
8:50 - 9:45",CSD2017,QF04
Tuesday,"2
9:45 - 10:40",CSE2260,QF04
Tuesday,"3
10:50 - 11:45",CSE2258,QF04
